id,time,lng,lat,district,subway,price_per_square,total_price,year,month
BJDX90804057,2016-01-02,116.335491,39.780886,4,1.0,39168,352.0,2016,2016-01
BJCY88633705,2015-05-04,116.479017,39.950244,7,1.0,37689,180.0,2015,2015-05
101100937197,2016-12-17,116.382479,39.856115,2,1.0,58459,330.0,2016,2016-12
BJFT89188552,2015-04-19,116.387828,39.852874,2,1.0,32308,219.5,2015,2015-04
BJCP90569684,2015-12-12,116.322609,40.089206,6,0.0,23773,232.0,2015,2015-12
101100320842,2016-07-27,116.366043,39.971121,8,0.0,81211,880.0,2016,2016-07
BJFT85159404,2012-11-23,116.432429,39.866533,2,1.0,27107,175.0,2012,2012-11
BJHD90957553,2015-12-20,116.325649,39.933465,8,1.0,55785,383.8,2015,2015-12
101101331674,2017-03-21,116.366841,40.085494,6,1.0,61436,577.0,2017,2017-03
101100710792,2016-12-19,116.501958,39.882586,7,1.0,55596,308.0,2016,2016-12
BJCY90055719,2015-08-29,116.553061,39.923838,7,0.0,25605,305.0,2015,2015-08
BJXC87885945,2014-10-08,116.377294,39.920914,10,1.0,83452,590.0,2014,2014-10
BJCY91837556,2016-06-02,116.482498,39.912103,7,1.0,40726,586.0,2016,2016-06
BJCY89507276,2015-06-30,116.479017,39.950244,7,1.0,36422,276.0,2015,2015-06
BJCY89579906,2015-06-27,116.428389,39.99699,7,1.0,38444,243.0,2015,2015-06
BJXC91234039,2016-01-14,116.384821,39.897652,10,1.0,95675,1400.0,2016,2016-01
BJCY90948977,2016-01-29,116.530553,39.921425,7,1.0,31592,188.0,2016,2016-01
101101059462,2017-01-15,116.432684,40.077562,6,0.0,40875,600.0,2017,2017-01
BJXC90861943,2015-12-26,116.371885,39.876972,10,0.0,51447,690.0,2015,2015-12
101100493599,2016-09-08,116.422441,40.006907,7,1.0,66836,765.0,2016,2016-09
101092320389,2016-08-29,116.416117,39.999631,7,0.0,60000,405.0,2016,2016-08
BJHD88007468,2014-07-30,116.325617,40.049466,8,0.0,40931,359.0,2014,2014-07
BJCY91863562,2016-05-12,116.569545,39.910974,7,1.0,32578,398.0,2016,2016-05
101101278103,2017-03-30,116.481925,39.929322,7,1.0,72322,457.0,2017,2017-03
BJXC86235701,2013-08-18,116.348282,39.892777,10,1.0,50712,299.5,2013,2013-08
BJDX88648967,2014-12-14,116.452235,39.820236,4,0.0,25027,325.0,2014,2014-12
BJCY88941269,2015-07-23,116.505098,39.918019,7,1.0,46082,447.5,2015,2015-07
BJHD89980420,2015-12-28,116.344428,39.987741,8,1.0,75211,625.0,2015,2015-12
BJCY90704914,2015-12-19,116.512916,39.966511,7,0.0,35111,318.0,2015,2015-12
101101640650,2017-08-17,116.446995,39.961109,7,0.0,72989,391.0,2017,2017-08
BJDC91968564,2016-04-17,116.399108,39.876842,1,1.0,73899,451.0,2016,2016-04
101100999020,2017-02-17,116.416894,39.894994,1,1.0,69784,900.0,2017,2017-02
101092001173,2016-07-31,116.427873,39.999098,7,1.0,57674,578.0,2016,2016-07
BJXC88743389,2016-01-28,116.348282,39.892777,10,1.0,49225,1000.0,2016,2016-01
BJDX90780866,2016-02-17,116.385869,39.772399,4,0.0,17824,228.0,2016,2016-02
BJXC84421059,2013-09-21,116.354187,39.94337,10,1.0,53875,222.5,2013,2013-09
BJCY91712624,2016-04-14,116.475833,40.01461,7,1.0,61557,640.0,2016,2016-04
BJCP86685078,2013-11-16,116.343862,40.074863,6,1.0,30830,190.0,2013,2013-11
101092323951,2016-06-16,116.650653,39.914862,11,1.0,35953,334.0,2016,2016-06
BJXC87114088,2014-03-22,116.34688,39.912912,10,1.0,77487,296.0,2014,2014-03
101100247994,2016-07-20,116.441781,39.991956,7,0.0,62450,545.0,2016,2016-07
BJCY91860771,2016-04-16,116.439301,39.966627,7,1.0,58149,365.0,2016,2016-04
101100199931,2016-08-04,116.291708,39.844912,2,0.0,36766,180.2,2016,2016-08
BJCY88813999,2015-01-28,116.448513,39.978977,7,1.0,43199,390.0,2015,2015-01
101100856536,2016-12-22,116.411493,40.000186,7,0.0,61566,1140.0,2016,2016-12
BJCY88520923,2015-03-15,116.521774,39.94004,7,0.0,29544,231.0,2015,2015-03
BJCY91700770,2016-03-31,116.509212,39.921449,7,1.0,34986,578.0,2016,2016-03
BJCY86383286,2013-10-02,116.42537,40.052808,7,1.0,35914,367.0,2013,2013-10
BJTJ90077138,2015-08-28,116.644167,39.932673,11,1.0,24685,235.0,2015,2015-08
BJHD91741386,2016-04-11,116.288983,39.964722,8,0.0,77743,445.0,2016,2016-04
BJFT87167738,2014-03-21,116.407622,39.8509,2,1.0,32986,221.0,2014,2014-03
BJCY86101914,2013-08-07,116.556567,39.952006,7,0.0,11454,115.0,2013,2013-08
BJDC89035175,2015-04-30,116.420952,39.874393,1,1.0,39593,227.5,2015,2015-04
BJCP90450924,2015-11-14,116.381531,40.089564,6,0.0,16686,208.0,2015,2015-11
101100355444,2016-08-08,116.594801,39.928019,7,1.0,45571,446.0,2016,2016-08
101100695646,2016-11-18,116.498731,39.918076,7,1.0,71488,520.0,2016,2016-11
BJCY90715875,2015-12-31,116.508909,39.868786,7,1.0,31305,270.0,2015,2015-12
BJCP91806621,2016-04-12,116.43942,40.072066,6,0.0,29401,222.0,2016,2016-04
BJCP91868280,2016-04-04,116.272241,40.229588,6,1.0,31337,398.0,2016,2016-04
101100556809,2017-01-20,116.480923,39.900942,7,1.0,76941,1040.0,2017,2017-01
BJCY89402907,2015-06-28,116.581295,39.910614,7,0.0,24742,151.0,2015,2015-06
BJDX91349630,2016-03-02,116.326148,39.777327,4,0.0,30503,380.0,2016,2016-03
BJTJ86926568,2014-01-02,116.689244,39.873245,11,0.0,33533,163.0,2014,2014-01
BJCY90374460,2015-11-15,116.499423,39.900278,7,1.0,32340,485.0,2015,2015-11
BJCP90921176,2015-12-21,116.43942,40.072066,6,0.0,22032,208.0,2015,2015-12
101100856579,2017-02-23,116.459071,39.976844,7,1.0,104800,655.0,2017,2017-02
101100594496,2016-09-20,116.394288,39.972468,10,1.0,114069,600.0,2016,2016-09
101100497023,2016-09-10,116.285133,39.888468,2,0.0,54475,140.0,2016,2016-09
101100601071,2016-11-07,116.329675,39.876404,2,0.0,60904,477.0,2016,2016-11
BJCP87307524,2014-04-07,116.363306,40.08023,6,1.0,24918,316.0,2014,2014-04
BJXC88650978,2015-04-08,116.372605,39.949564,10,1.0,56998,285.5,2015,2015-04
BJTJ87729944,2015-04-24,116.643924,39.889841,11,0.0,23482,162.0,2015,2015-04
BJDX86234511,2013-10-03,116.326792,39.757576,4,1.0,26253,304.5,2013,2013-10
BJCP87214175,2014-09-29,116.359156,40.079209,6,1.0,22254,266.0,2014,2014-09
101101830863,2017-08-22,116.476921,39.983744,7,0.0,73422,500.0,2017,2017-08
101100252869,2016-08-30,116.202122,39.928963,9,0.0,41242,505.0,2016,2016-08
BJCY90988589,2016-01-04,116.463494,39.955288,7,1.0,42939,242.0,2016,2016-01
BJHD88572004,2014-12-16,116.316963,40.056306,8,1.0,30802,296.0,2014,2014-12
BJXC86365144,2013-09-01,116.369634,39.949548,10,1.0,61485,265.0,2013,2013-09
BJDC91121806,2016-02-27,116.414356,39.869475,1,1.0,37697,292.0,2016,2016-02
BJDX89107060,2015-07-11,116.31681,39.768231,4,0.0,33517,201.0,2015,2015-07
BJFT88660393,2015-07-01,116.397236,39.864463,2,0.0,29579,239.5,2015,2015-07
101100396341,2016-08-28,116.441781,39.991956,7,0.0,72593,530.0,2016,2016-08
BJCY91988395,2016-04-18,116.446995,39.961109,7,1.0,47633,255.5,2016,2016-04
101102248702,2017-11-06,116.503578,39.961829,7,0.0,56618,385.0,2017,2017-11
BJXC88534837,2014-11-23,116.344169,39.935125,10,1.0,53423,320.0,2014,2014-11
101102239356,2017-11-27,116.445095,39.936071,1,1.0,84688,620.0,2017,2017-11
101102077193,2017-12-13,116.433321,39.906309,1,0.0,89606,500.0,2017,2017-12
BJCY91933073,2016-04-17,116.513785,39.869796,7,1.0,35228,212.0,2016,2016-04
BJFT91108075,2015-12-29,116.257104,39.873962,2,1.0,46334,309.0,2015,2015-12
BJHD87481821,2014-09-05,116.311823,39.97856,8,1.0,55837,397.0,2014,2014-09
BJDC88536059,2014-12-28,116.407868,39.95802,1,1.0,44498,205.0,2014,2014-12
BJCY88152994,2014-09-21,116.482231,40.009521,7,1.0,31997,296.0,2014,2014-09
BJSY86687135,2014-05-15,116.654682,40.125799,13,0.0,19160,103.0,2014,2014-05
BJTJ90976010,2016-03-15,116.655566,39.883931,11,0.0,30533,363.0,2016,2016-03
BJFT87090762,2014-07-05,116.425171,39.856816,2,1.0,28717,390.0,2014,2014-07
BJSY92140129,2016-06-05,116.632799,40.031538,13,0.0,23991,85.0,2016,2016-06
BJCY91058718,2016-01-16,116.427403,39.989189,7,1.0,51038,369.0,2016,2016-01
BJHD91752633,2016-06-07,116.308152,39.986695,8,0.0,78628,408.0,2016,2016-06
BJCY91710463,2016-03-15,116.481385,39.874867,7,1.0,39080,282.0,2016,2016-03
BJXC86533832,2013-12-30,116.370937,39.889555,10,0.0,44343,232.0,2013,2013-12
BJSJ88959000,2015-07-10,116.236106,39.899968,9,0.0,29094,269.0,2015,2015-07
BJDX88314635,2011-10-27,116.330357,39.692063,4,1.0,18159,170.0,2011,2011-10
BJCP86775352,2014-01-21,116.305672,40.094854,6,0.0,31609,146.0,2014,2014-01
BJXC87606102,2014-10-07,116.344985,39.891739,10,1.0,44156,360.0,2014,2014-10
BJCP91921276,2016-04-26,116.359156,40.079209,6,1.0,28834,308.0,2016,2016-04
BJFT91407600,2016-02-28,116.299198,39.838131,2,1.0,28020,193.0,2016,2016-02
BJCY85232847,2013-01-07,116.427633,40.002306,7,0.0,30274,155.0,2013,2013-01
101101083771,2017-02-06,116.561978,39.877145,7,0.0,45067,269.0,2017,2017-02
BJXC89753513,2015-12-14,116.399275,39.958385,10,1.0,93889,338.0,2015,2015-12
BJFT88116282,2014-09-13,116.375444,39.812496,2,1.0,24185,142.3,2014,2014-09
BJHD89112477,2015-03-28,116.312131,39.970749,8,0.0,56024,213.0,2015,2015-03
BJCY88530161,2015-04-10,116.512916,39.864254,7,0.0,23556,128.0,2015,2015-04
101101947524,2017-09-20,116.176687,39.731223,5,1.0,38094,470.0,2017,2017-09
101101282699,2017-05-20,116.613895,39.894341,7,0.0,33016,539.9,2017,2017-05
BJCY89005280,2015-04-09,116.564943,39.927447,7,1.0,30063,148.0,2015,2015-04
BJFT89507621,2015-07-23,116.24585,39.839535,2,0.0,24097,136.0,2015,2015-07
101100757818,2017-03-06,116.315445,40.074203,6,0.0,55252,474.0,2017,2017-03
BJDC88411306,2015-05-20,116.437705,39.898038,1,1.0,54663,690.0,2015,2015-05
BJTJ86175433,2013-08-05,116.68461,39.911076,11,0.0,21561,160.0,2013,2013-08
101100470240,2016-08-25,116.444943,39.926894,7,1.0,84034,1000.0,2016,2016-08
101100451809,2016-08-20,116.229624,39.915004,9,0.0,37955,360.0,2016,2016-08
101100827399,2017-02-21,116.443702,39.900208,1,0.0,96114,460.0,2017,2017-02
101100789384,2016-11-27,116.458161,39.953897,7,1.0,56322,980.0,2016,2016-11
101100319058,2016-08-25,116.425304,40.112553,6,0.0,32804,280.6,2016,2016-08
101101041418,2017-03-12,116.421713,39.971435,7,1.0,80416,480.0,2017,2017-03
101100430266,2016-08-21,116.598102,39.925791,7,0.0,35348,275.0,2016,2016-08
BJCP89402879,2015-05-11,116.330198,40.074228,6,1.0,32221,236.5,2015,2015-05
BJHD91594420,2016-02-23,116.37555,40.042102,8,0.0,47552,340.0,2016,2016-02
101102296349,2018-01-03,116.371423,39.803826,4,0.0,42516,217.0,2018,2018-01
101100393521,2016-08-15,116.529752,39.92949,7,1.0,46827,436.0,2016,2016-08
BJCY85457611,2013-07-24,116.419996,40.001599,7,1.0,41703,245.0,2013,2013-07
BJCP86554307,2014-03-05,116.445996,40.069568,6,0.0,25407,233.0,2014,2014-03
BJHD89617029,2015-09-07,116.220283,40.043636,8,0.0,28035,410.0,2015,2015-09
BJCP91022721,2015-11-29,116.386555,40.0865,6,0.0,31349,259.5,2015,2015-11
BJCY89359441,2015-05-31,116.467182,40.014312,7,1.0,34146,328.0,2015,2015-05
101100806793,2016-11-28,116.499423,39.900278,7,1.0,51120,710.0,2016,2016-11
BJXC91700596,2016-04-05,116.371249,39.941392,10,1.0,88963,403.0,2016,2016-04
BJXC91739160,2016-04-25,116.336918,39.893507,10,1.0,70782,430.0,2016,2016-04
BJSJ89327428,2015-06-04,116.162938,39.939005,9,0.0,22939,143.0,2015,2015-06
BJCY88906355,2015-05-15,116.480977,39.886406,7,1.0,32806,143.0,2015,2015-05
BJYZ90168083,2015-09-18,116.512253,39.77436,3,0.0,25439,238.0,2015,2015-09
BJFT90517479,2016-02-28,116.322924,39.858272,2,1.0,39678,345.0,2016,2016-02
101100972249,2017-02-25,116.416156,40.082585,6,0.0,40468,336.0,2017,2017-02
BJCP87779410,2014-10-07,116.435471,40.109315,6,0.0,15219,275.0,2014,2014-10
BJXC89852733,2015-08-22,116.34816,39.904437,10,0.0,80098,330.0,2015,2015-08
101092020858,2016-07-11,116.225111,39.761305,5,0.0,31236,278.0,2016,2016-07
BJFT91585926,2016-04-25,116.29563,39.849942,2,1.0,36535,183.0,2016,2016-04
101101422768,2017-10-17,116.378761,39.995596,8,0.0,80119,540.0,2017,2017-10
101102221071,2017-12-02,116.598836,39.907647,7,0.0,43831,251.5,2017,2017-12
BJHD86854073,2013-12-29,116.298736,39.934527,8,1.0,49309,214.0,2013,2013-12
BJCY91118044,2015-12-13,116.462517,39.931273,7,1.0,67884,290.0,2015,2015-12
101092032613,2016-07-18,116.670101,40.118729,13,0.0,23805,219.0,2016,2016-07
BJHD91158214,2016-02-17,116.301709,39.919502,8,1.0,52091,583.0,2016,2016-02
BJSY88024680,2014-08-31,116.648422,40.137571,13,1.0,20411,151.0,2014,2014-08
101100806985,2016-11-29,116.375054,40.018311,7,0.0,77520,450.0,2016,2016-11
BJCY89562614,2015-06-14,116.587745,39.92346,7,0.0,29296,141.0,2015,2015-06
101092277900,2016-07-12,116.404744,39.819538,2,0.0,34433,293.5,2016,2016-07
101102298677,2017-12-20,116.459186,39.959951,7,1.0,66249,306.0,2017,2017-12
BJXC91828347,2016-03-26,116.386269,39.888411,10,1.0,83473,598.0,2016,2016-03
BJCY89423534,2015-05-18,116.472064,39.88768,7,1.0,37961,227.5,2015,2015-05
101100869566,2017-01-07,116.414356,39.869475,1,1.0,67705,535.0,2017,2017-01
BJCY88731702,2015-05-21,116.458792,39.845158,7,0.0,32764,320.0,2015,2015-05
BJCP92201257,2016-05-20,116.322852,40.088619,6,0.0,29419,286.3,2016,2016-05
BJSJ87916167,2014-09-17,116.188426,39.935915,9,1.0,25686,192.0,2014,2014-09
BJCP91690169,2016-03-06,116.333765,40.07892,6,1.0,30663,440.0,2016,2016-03
BJCY89020749,2015-04-11,116.511954,39.920725,7,0.0,36631,330.0,2015,2015-04
101100272138,2016-07-19,116.23899,40.216973,6,0.0,27000,162.0,2016,2016-07
BJCP84502874,2012-12-20,116.430012,40.066244,6,0.0,22480,167.0,2012,2012-12
BJCY86607647,2013-12-19,116.483406,39.872894,7,0.0,38008,193.0,2013,2013-12
BJCP91789391,2016-04-03,116.330198,40.074228,6,1.0,38150,268.0,2016,2016-04
BJCY86862183,2015-06-22,116.49983,39.94453,7,0.0,44710,750.0,2015,2015-06
BJDC87226413,2015-02-15,116.418248,39.964378,1,1.0,51075,335.0,2015,2015-02
101101474266,2017-04-17,116.335322,39.956323,8,1.0,101613,630.0,2017,2017-04
BJCP90149278,2015-09-25,116.415742,40.077796,6,1.0,16309,267.0,2015,2015-09
BJTJ91104626,2016-01-10,116.656342,39.900279,11,1.0,22568,343.0,2016,2016-01
101100974478,2017-02-19,116.590404,39.918459,7,1.0,54391,275.0,2017,2017-02
BJCY90756086,2015-12-17,116.473756,40.002381,7,1.0,47715,475.0,2015,2015-12
BJFT90248950,2015-10-10,116.28512,39.888524,2,0.0,33938,174.0,2015,2015-10
BJDC87329712,2014-03-23,116.413053,39.962564,1,1.0,43458,279.0,2014,2014-03
BJCY88502187,2015-10-03,116.58468,39.935758,7,1.0,35611,135.0,2015,2015-10
101101128176,2017-03-12,116.508983,39.871912,7,1.0,74821,750.0,2017,2017-03
101100641790,2016-12-18,116.539089,39.967852,7,0.0,50787,309.8,2016,2016-12
101100793280,2016-11-08,116.475407,39.852043,7,0.0,47839,280.0,2016,2016-11
BJCP86478276,2013-09-22,116.309045,40.083072,6,0.0,29945,254.5,2013,2013-09
BJDC86613139,2015-10-06,116.448783,39.894213,1,0.0,59857,450.0,2015,2015-10
101092355836,2016-08-01,116.550348,39.755625,3,0.0,22729,410.0,2016,2016-08
101092330601,2016-07-26,116.444891,40.059981,7,0.0,64300,688.0,2016,2016-07
BJDC86626891,2013-11-06,116.435,39.963418,1,1.0,64912,360.0,2013,2013-11
101100530139,2016-09-21,116.350167,40.038259,8,0.0,63759,380.0,2016,2016-09
BJSY86500210,2013-11-24,116.648422,40.137571,13,1.0,23250,172.0,2013,2013-11
BJDC89699759,2015-09-14,116.433321,39.906309,1,0.0,56268,430.0,2015,2015-09
BJCY87575331,2014-09-13,116.476868,40.012847,7,1.0,41058,320.0,2014,2014-09
101092328607,2016-07-07,116.410815,39.953941,1,0.0,118882,170.0,2016,2016-07
101100501858,2016-09-10,116.371787,39.905909,10,1.0,108856,370.0,2016,2016-09
BJHD87449422,2014-11-23,116.347797,39.976432,8,1.0,61201,830.0,2014,2014-11
BJSY90982020,2015-11-29,116.639934,40.143448,13,0.0,20635,169.0,2015,2015-11
101091768388,2016-06-27,116.529205,39.926332,7,1.0,47728,840.0,2016,2016-06
BJCY90048873,2015-10-12,116.482498,39.912103,7,1.0,31646,442.7,2015,2015-10
101100594012,2017-02-14,116.426526,39.964952,1,1.0,96989,670.0,2017,2017-02
101100687942,2016-10-31,116.461125,39.900032,7,1.0,57813,370.0,2016,2016-10
BJFT91945186,2016-04-09,116.369971,39.856204,2,1.0,38576,599.0,2016,2016-04
BJXC91304688,2016-01-18,116.338389,39.889219,10,1.0,47652,492.0,2016,2016-01
101091503578,2016-11-23,116.640545,39.911057,11,1.0,50000,520.0,2016,2016-11
BJHD89091515,2015-04-12,116.333303,39.974734,8,1.0,58616,364.0,2015,2015-04
BJHD89652238,2015-06-23,116.334148,40.057145,8,0.0,45240,172.0,2015,2015-06
BJCP86229885,2013-09-10,116.43942,40.072066,6,0.0,16558,273.0,2013,2013-09
BJXC86304219,2014-03-28,116.389264,39.886874,10,1.0,54074,300.0,2014,2014-03
BJSJ86220480,2013-09-06,116.162938,39.939005,9,0.0,26063,168.0,2013,2013-09
BJXC87611842,2014-06-27,116.362826,39.889264,10,0.0,38423,188.0,2014,2014-06
BJCY86226327,2013-08-14,116.508281,39.915816,7,1.0,33666,250.0,2013,2013-08
BJCY90481089,2016-01-29,116.498691,39.922943,7,0.0,54899,450.0,2016,2016-01
BJHD89085544,2015-04-03,116.302604,39.923826,8,1.0,65630,460.0,2015,2015-04
BJCY91903468,2016-05-15,116.521812,39.930841,7,1.0,55879,807.0,2016,2016-05
BJCY89765524,2015-07-27,116.416542,39.978153,7,1.0,48632,263.0,2015,2015-07
BJCY88932670,2015-05-31,116.559704,39.92503,7,0.0,27987,138.0,2015,2015-05
BJCP92048188,2016-04-23,116.328915,40.088074,6,1.0,28187,339.0,2016,2016-04
101100413540,2016-09-10,116.265774,40.170928,6,0.0,37479,110.0,2016,2016-09
101102011942,2017-09-08,116.313465,39.856611,2,1.0,59272,397.0,2017,2017-09
101101086076,2017-08-07,116.399018,39.978141,10,1.0,104193,845.0,2017,2017-08
BJHD88356048,2015-06-02,116.343714,39.996907,8,1.0,52787,1295.0,2015,2015-06
101100770086,2016-12-12,116.358543,40.017542,8,0.0,68371,709.0,2016,2016-12
BJXC88216220,2015-09-22,116.352577,39.922098,10,0.0,77465,770.0,2015,2015-09
BJCY90172011,2015-09-14,116.467182,40.014312,7,1.0,39826,420.0,2015,2015-09
BJCY89776710,2015-09-10,116.513625,39.931024,7,1.0,33141,281.0,2015,2015-09
101100259014,2016-07-20,116.446995,39.961109,7,1.0,54974,378.0,2016,2016-07
BJCY91125511,2016-01-02,116.48072,39.884041,7,1.0,38542,203.0,2016,2016-01
BJHD88708659,2015-01-31,116.338433,40.051503,8,0.0,34206,249.8,2015,2015-01
BJFT87581119,2014-11-16,116.353564,39.878291,2,0.0,40890,307.0,2014,2014-11
BJXC87496723,2014-11-22,116.351933,39.887523,10,0.0,35825,186.0,2014,2014-11
BJCY85149991,2012-12-08,116.518485,39.948841,7,0.0,31962,125.0,2012,2012-12
BJDX89416657,2015-07-14,116.347685,39.792197,4,0.0,28095,175.0,2015,2015-07
BJCY88288405,2015-01-30,116.530553,39.921425,7,1.0,32517,304.0,2015,2015-01
BJCY91747421,2016-03-14,116.578313,39.907903,7,0.0,30908,135.5,2016,2016-03
BJHD87704917,2014-10-25,116.325385,39.984968,8,1.0,78525,362.0,2014,2014-10
BJDX91939895,2016-05-15,116.320777,39.63631,4,0.0,21446,214.5,2016,2016-05
BJFT86832478,2013-12-19,116.387828,39.852874,2,1.0,33249,195.5,2013,2013-12
BJHD92140462,2016-06-09,116.294131,39.942343,8,1.0,76552,856.0,2016,2016-06
101101320137,2017-03-17,116.564954,39.951879,7,0.0,62402,477.0,2017,2017-03
101101219184,2017-03-23,116.433451,39.923705,1,1.0,99438,690.0,2017,2017-03
BJXC86086200,2013-10-13,116.375911,39.881969,10,1.0,54952,278.0,2013,2013-10
101100346879,2016-09-02,116.41695,39.953993,1,1.0,99466,670.0,2016,2016-09
101100455069,2016-10-07,116.352882,40.05023,8,1.0,72161,535.0,2016,2016-10
BJCP88446411,2015-02-15,116.373628,40.094838,6,0.0,20297,252.0,2015,2015-02
101100850000,2016-11-21,116.343245,39.900529,10,1.0,98513,245.0,2016,2016-11
BJFT85479423,2013-03-05,116.430848,39.869676,2,1.0,34141,275.0,2013,2013-03
BJSJ89716518,2015-07-05,116.221549,39.905466,9,0.0,35247,226.0,2015,2015-07
101100477802,2016-08-31,116.49932,39.981474,7,1.0,32493,170.0,2016,2016-08
BJTJ89133764,2015-05-11,116.658104,39.8932,11,1.0,27190,145.0,2015,2015-05
BJSY84500513,2013-02-23,116.683576,40.124464,13,0.0,13549,174.0,2013,2013-02
BJHD91849717,2016-03-31,116.328627,39.979037,8,1.0,85035,608.0,2016,2016-03
101091940102,2016-08-05,116.441545,40.031408,7,0.0,67011,650.0,2016,2016-08
BJCY90238999,2015-11-23,116.480977,39.886406,7,1.0,32728,225.0,2015,2015-11
BJHD87412367,2014-04-13,116.30313,39.950488,8,1.0,50249,404.0,2014,2014-04
101100203329,2016-06-23,116.435763,39.798071,2,0.0,30589,260.0,2016,2016-06
BJHD84221058,2013-01-30,116.376661,40.039649,8,0.0,23297,597.5,2013,2013-01
101092312467,2016-06-30,116.412985,40.062212,6,1.0,42320,378.0,2016,2016-06
BJCY87580504,2014-07-24,116.457526,39.8764,7,1.0,25967,188.0,2014,2014-07
101101998071,2017-09-23,116.308081,39.951777,8,1.0,94946,526.0,2017,2017-09
BJFT87951931,2015-01-25,116.297776,39.84663,2,1.0,27465,275.0,2015,2015-01
101100831559,2017-01-09,116.431358,40.009996,7,1.0,86934,652.0,2017,2017-01
BJCY86874179,2013-12-27,116.486595,39.917578,7,1.0,58652,640.0,2013,2013-12
101092371649,2016-07-13,116.430562,40.045549,7,0.0,41542,555.0,2016,2016-07
BJCY89760198,2015-07-11,116.436169,40.001247,7,1.0,35151,412.0,2015,2015-07
BJCY89935426,2015-11-13,116.495008,39.992417,7,1.0,33555,228.0,2015,2015-11
BJCY88772786,2015-01-27,116.442298,39.970551,7,1.0,38445,170.0,2015,2015-01
BJTJ85297098,2013-06-16,116.6512,39.898186,11,1.0,21172,175.0,2013,2013-06
BJSJ89954823,2016-05-04,116.195177,39.932325,9,0.0,32009,299.5,2016,2016-05
BJDC91414586,2016-02-26,116.434254,39.935275,1,0.0,77288,815.0,2016,2016-02
BJDX88049689,2014-09-10,116.354697,39.745721,4,0.0,17987,102.0,2014,2014-09
BJCY85297114,2013-02-22,116.430562,40.045549,7,0.0,29765,380.0,2013,2013-02
BJHD89764314,2015-08-19,116.326913,39.959365,8,1.0,53979,846.0,2015,2015-08
BJCY91262537,2016-01-06,116.437251,39.962363,7,1.0,42258,256.8,2016,2016-01
BJXC92043066,2016-05-15,116.373903,39.89381,10,1.0,67638,367.0,2016,2016-05
BJCY88464381,2014-11-23,116.492039,40.004922,7,1.0,49701,522.0,2014,2014-11
BJFT85546982,2013-08-07,116.319387,39.856314,2,0.0,30629,385.0,2013,2013-08
BJCP91546686,2016-02-24,116.431552,40.082903,6,0.0,22364,233.5,2016,2016-02
BJCY91222579,2015-12-28,116.530268,39.931226,7,1.0,22174,194.0,2015,2015-12
101102250764,2017-12-09,116.437251,39.962363,7,1.0,64517,360.0,2017,2017-12
BJCY86905986,2013-12-22,116.472888,39.986053,7,0.0,43867,351.5,2013,2013-12
101100886792,2016-12-01,116.495008,39.992417,7,1.0,57438,217.0,2016,2016-12
101101701495,2017-07-11,116.26973,39.901123,2,0.0,57459,265.0,2017,2017-07
BJCY87828799,2014-08-31,116.422557,39.993896,7,1.0,44567,340.0,2014,2014-08
BJCY89583219,2015-07-08,116.462543,39.933593,7,1.0,47420,260.0,2015,2015-07
BJXC87810387,2014-09-06,116.332984,39.893644,10,1.0,36903,234.0,2014,2014-09
101101139303,2017-02-19,116.364028,39.870465,2,0.0,78741,300.0,2017,2017-02
BJSJ87196736,2014-03-30,116.162938,39.939005,9,0.0,27439,164.0,2014,2014-03
BJCY90704450,2015-12-19,116.42537,40.052808,7,0.0,39252,258.0,2015,2015-12
BJCP90639490,2015-10-25,116.328062,40.083203,6,0.0,27576,242.0,2015,2015-10
BJCY89893096,2015-10-29,116.523444,39.92445,7,1.0,30938,350.0,2015,2015-10
BJXC88777556,2015-03-15,116.38037,39.958917,10,1.0,66902,380.0,2015,2015-03
101100567979,2016-09-13,116.455926,39.945052,7,1.0,70307,425.0,2016,2016-09
101091712687,2016-09-14,116.334045,39.757413,4,1.0,25631,320.0,2016,2016-09
101091973057,2016-09-30,116.482231,40.009521,7,1.0,48875,480.0,2016,2016-09
BJCY88845665,2015-03-18,116.594801,39.928019,7,1.0,28072,138.0,2015,2015-03
101100675546,2016-10-11,116.435511,39.946194,1,1.0,94183,612.0,2016,2016-10
BJCY87898233,2014-11-23,116.406986,39.971716,7,1.0,43552,285.0,2014,2014-11
BJCY91573789,2016-02-27,116.478715,39.916424,7,1.0,59613,369.0,2016,2016-02
BJCY85174335,2012-12-10,116.447131,39.976982,7,1.0,34028,325.0,2012,2012-12
BJCY90944590,2015-12-06,116.454898,39.850417,7,1.0,47395,462.0,2015,2015-12
BJCY88713411,2015-08-24,116.523444,39.92445,7,1.0,34285,489.0,2015,2015-08
BJCY92321934,2016-06-08,116.462185,39.884984,7,1.0,42906,358.0,2016,2016-06
BJHD91407072,2016-02-28,116.360233,39.959116,8,0.0,74300,880.0,2016,2016-02
BJCY91907404,2016-04-09,116.512916,39.864254,7,0.0,31590,410.0,2016,2016-04
101101252618,2017-03-05,116.442114,39.951182,1,1.0,103438,635.0,2017,2017-03
BJXC91183270,2016-01-28,116.376822,39.924055,10,1.0,134346,708.0,2016,2016-01
BJCY90913018,2015-12-06,116.470273,39.883941,7,1.0,36981,385.0,2015,2015-12
101100472342,2016-12-31,116.288489,39.928841,8,0.0,62026,392.0,2016,2016-12
101100754204,2016-12-29,116.476213,39.897851,7,1.0,96408,848.0,2016,2016-12
